chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr7	NC_000007.14	TYW1B	441250	CCDS69309.1	Public	-	Identical	-1
chr7	NC_000007.14	ZKSCAN1	7586	CCDS69349.1	Public	+	Identical	-1
chr8	NC_000008.11	LETM2	137994	CCDS69466.1	Public	+	Identical	-1
chr8	NC_000008.11	PCMTD1	115294	CCDS69480.1	Public	-	Identical	-1
chr8	NC_000008.11	RGS20	8601	CCDS69482.1	Public	+	Identical	-1
chr8	NC_000008.11	ARMC1	55156	CCDS69490.1	Public	-	Identical	-1
chr8	NC_000008.11	CRISPLD1	83690	CCDS69497.1	Public	+	Identical	-1
chr8	NC_000008.11	RMDN1	51115	CCDS69509.1	Public	-	Identical	-1
chr8	NC_000008.11	RMDN1	51115	CCDS69510.1	Public	-	Identical	-1
chr8	NC_000008.11	OTUD6B	51633	CCDS69513.1	Public	+	Identical	-1
chr8	NC_000008.11	OSR2	116039	CCDS69520.1	Public	+	Identical	-1
chr8	NC_000008.11	RGS22	26166	CCDS69521.1	Public	-	Identical	-1
chr8	NC_000008.11	SLC45A4	57210	CCDS69550.1	Public	-	Identical	-1
chr8	NC_000008.11	NAPRT	93100	CCDS69555.1	Public	-	Identical	-1
chr8	NC_000008.11	ZNF34	80778	CCDS69562.1	Public	-	Identical	-1
chr9	NC_000009.12	RCL1	10171	CCDS69565.1	Public	+	Identical	-1
chr9	NC_000009.12	MLLT3	4300	CCDS69579.1	Public	-	Identical	-1
chr9	NC_000009.12	STOML2	30968	CCDS69588.1	Public	-	Identical	-1
chr9	NC_000009.12	GLIPR2	152007	CCDS69595.1	Public	+	Identical	-1
chr9	NC_000009.12	TRMT10B	158234	CCDS69598.1	Public	+	Identical	-1
chr9	NC_000009.12	TRMT10B	158234	CCDS69600.1	Public	+	Identical	-1
chr9	NC_000009.12	TRMT10B	158234	CCDS69601.1	Public	+	Identical	-1
chr9	NC_000009.12	AGTPBP1	23287	CCDS69615.1	Public	-	Identical	-1
chr9	NC_000009.12	CENPP	401541	CCDS69618.1	Public	+	Identical	-1
chr9	NC_000009.12	FGD3	89846	CCDS69619.1	Public	+	Identical	-1
chr9	NC_000009.12	SUSD3	203328	CCDS69620.1	Public	+	Identical	-1
chr9	NC_000009.12	SLC35D2	11046	CCDS69625.1	Public	-	Identical	-1
chr9	NC_000009.12	CTNNAL1	8727	CCDS69638.1	Public	-	Identical	-1
chr9	NC_000009.12	TXNDC8	255220	CCDS69639.1	Public	-	Identical	-1
chr9	NC_000009.12	KIAA1958	158405	CCDS69642.1	Public	+	Identical	-1
chr9	NC_000009.12	PHF19	26147	CCDS69648.1	Public	-	Identical	-1
chr9	NC_000009.12	GARNL3	84253	CCDS69663.1	Public	+	Identical	-1
chr9	NC_000009.12	ZNF79	7633	CCDS69664.1	Public	+	Identical	-1
chr9	NC_000009.12	ST6GALNAC6	30815	CCDS69668.1	Public	-	Identical	-1
chr9	NC_000009.12	ST6GALNAC6	30815	CCDS69669.1	Public	-	Identical	-1
chr9	NC_000009.12	CERCAM	51148	CCDS69675.1	Public	+	Identical	-1
chr9	NC_000009.12	TBC1D13	54662	CCDS69677.1	Public	+	Identical	-1
chr9	NC_000009.12	SH3GLB2	56904	CCDS69680.1	Public	-	Identical	-1
chr9	NC_000009.12	NTMT1	28989	CCDS69682.1	Public	+	Identical	-1
chr9	NC_000009.12	MED27	9442	CCDS69689.1	Public	-	Identical	-1
chrX	NC_000023.11	CLCN5	1184	CCDS69763.1	Public	+	Identical	-1
chrX	NC_000023.11	TAF1	6872	CCDS69783.1	Withdrawn, inconsistent annotation	+		-1
chrX	NC_000023.11	ZNF185	7739	CCDS69832.1	Public	+	Identical	-1
chr1	NC_000001.11	OR4F29	729759	CCDS72675.1	Public	-	Identical	-1
chr1	NC_000001.11	INTS11	54973	CCDS72678.1	Public	-	Identical	-1
chr1	NC_000001.11	CDK11B	984	CCDS72682.1	Public	-	Identical	-1
chr1	NC_000001.11	CDK11B	984	CCDS72683.1	Public	-	Identical	-1
chr1	NC_000001.11	CDK11B	984	CCDS72684.1	Public	-	Identical	-1
chr1	NC_000001.11	GNB1	2782	CCDS72685.1	Public	-	Identical	-1
chr1	NC_000001.11	FAAP20	199990	CCDS72686.1	Public	-	Identical	-1
chr1	NC_000001.11	FAAP20	199990	CCDS72687.1	Public	-	Identical	-1
chr1	NC_000001.11	MORN1	79906	CCDS72688.1	Public	-	Identical	-1
chr1	NC_000001.11	PRXL2B	127281	CCDS72690.1	Reviewed, update pending	+	Partial	-1
chr1	NC_000001.11	PRXL2B	127281	CCDS72691.1	Reviewed, update pending	+	Partial	-1
chr1	NC_000001.11	DFFB	1677	CCDS72693.1	Public	+	Identical	-1
chr1	NC_000001.11	PER3	8863	CCDS72695.1	Public	+	Identical	-1
chr1	NC_000001.11	H6PD	9563	CCDS72697.1	Public	+	Identical	-1
chr1	NC_000001.11	NMNAT1	64802	CCDS72698.1	Public	+	Identical	-1
chr1	NC_000001.11	CENPS-CORT	100526739	CCDS72699.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	PRAMEF27	101929983	CCDS72704.1	Public	-	Identical	-1
chr1	NC_000001.11	HNRNPCL3	649330	CCDS72705.1	Public	+	Identical	-1
chr1	NC_000001.11	PRAMEF5	343068	CCDS72708.1	Public	+	Identical	-1
chr1	NC_000001.11	PRAMEF8	391002	CCDS72709.1	Public	-	Identical	-1
chr1	NC_000001.11	DNAJC16	23341	CCDS72710.1	Public	+	Identical	-1
chr1	NC_000001.11	ZBTB17	7709	CCDS72712.1	Public	-	Identical	-1
chr1	NC_000001.11	PADI6	353238	CCDS72715.1	Public	+	Identical	-1
chr1	NC_000001.11	CAPZB	832	CCDS72717.1	Public	-	Identical	-1
chr1	NC_000001.11	CAPZB	832	CCDS72718.1	Public	-	Identical	-1
chr1	NC_000001.11	MICOS10	440574	CCDS72719.1	Public	+	Identical	-1
chr1	NC_000001.11	NBL1	4681	CCDS72720.1	Public	+	Identical	-1
chr1	NC_000001.11	PLA2G2D	26279	CCDS72721.1	Public	-	Identical	-1
chr1	NC_000001.11	KIF17	57576	CCDS72722.1	Public	-	Identical	-1
chr1	NC_000001.11	EIF4G3	8672	CCDS72723.1	Public	-	Identical	-1
chr1	NC_000001.11	HNRNPR	10236	CCDS72726.1	Public	-	Identical	-1
chr1	NC_000001.11	HNRNPR	10236	CCDS72727.1	Public	-	Identical	-1
chr1	NC_000001.11	SRSF10	10772	CCDS72728.1	Public	-	Identical	-1
chr1	NC_000001.11	RCAN3	11123	CCDS72730.1	Public	+	Identical	-1
chr1	NC_000001.11	AUNIP	79000	CCDS72731.1	Public	-	Identical	-1
chr1	NC_000001.11	CNKSR1	10256	CCDS72732.1	Public	+	Identical	-1
chr1	NC_000001.11	MAP3K6	9064	CCDS72738.1	Public	-	Identical	-1
chr1	NC_000001.11	RPA2	6118	CCDS72740.1	Public	-	Identical	-1
chr1	NC_000001.11	ZCCHC17	51538	CCDS72741.1	Public	+	Identical	-1
chr1	NC_000001.11	ZCCHC17	51538	CCDS72742.1	Public	+	Identical	-1
chr1	NC_000001.11	ZCCHC17	51538	CCDS72743.1	Public	+	Identical	-1
chr1	NC_000001.11	ZCCHC17	51538	CCDS72744.1	Public	+	Identical	-1
chr1	NC_000001.11	TINAGL1	64129	CCDS72745.1	Public	+	Identical	-1
chr1	NC_000001.11	ADGRB2	576	CCDS72746.1	Public	-	Identical	-1
chr1	NC_000001.11	ADGRB2	576	CCDS72747.1	Public	-	Identical	-1
chr1	NC_000001.11	SPOCD1	90853	CCDS72748.1	Public	-	Identical	-1
chr1	NC_000001.11	CCDC28B	79140	CCDS72749.1	Public	+	Identical	-1
chr1	NC_000001.11	BSDC1	55108	CCDS72752.1	Public	-	Identical	-1
chr1	NC_000001.11	RNF19B	127544	CCDS72754.1	Public	-	Identical	-1
chr1	NC_000001.11	PSMB2	5690	CCDS72755.1	Public	-	Identical	-1
chr1	NC_000001.11	COL8A2	1296	CCDS72756.1	Public	-	Identical	-1
chr1	NC_000001.11	TRAPPC3	27095	CCDS72757.1	Public	-	Identical	-1
chr1	NC_000001.11	TRAPPC3	27095	CCDS72758.1	Public	-	Identical	-1
chr1	NC_000001.11	INPP5B	3633	CCDS72760.1	Public	-	Identical	-1
chr1	NC_000001.11	HPCAL4	51440	CCDS72761.1	Public	-	Identical	-1
chr1	NC_000001.11	MFSD2A	84879	CCDS72762.1	Public	+	Identical	-1
chr1	NC_000001.11	SMAP2	64744	CCDS72763.1	Public	+	Identical	-1
chr1	NC_000001.11	SLFNL1	200172	CCDS72766.1	Public	-	Identical	-1
chr1	NC_000001.11	CFAP57	149465	CCDS72768.1	Public	+	Identical	-1
chr1	NC_000001.11	HYI	81888	CCDS72771.1	Public	-	Identical	-1
chr1	NC_000001.11	ATP6V0B	533	CCDS72772.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM53	79639	CCDS72773.1	Public	-	Identical	-1
chr1	NC_000001.11	KIF2C	11004	CCDS72774.1	Public	+	Identical	-1
chr1	NC_000001.11	EIF2B3	8891	CCDS72775.1	Public	-	Identical	-1
chr1	NC_000001.11	MUTYH	4595	CCDS72776.1	Public	-	Identical	-1
chr1	NC_000001.11	MUTYH	4595	CCDS72777.1	Public	-	Identical	-1
chr1	NC_000001.11	TEX38	374973	CCDS72780.1	Public	+	Identical	-1
chr1	NC_000001.11	TEX38	374973	CCDS72781.1	Public	+	Identical	-1
chr1	NC_000001.11	STIL	6491	CCDS72785.1	Public	-	Identical	-1
chr1	NC_000001.11	STIL	6491	CCDS72786.1	Public	-	Identical	-1
chr1	NC_000001.11	SPATA6	54558	CCDS72787.1	Public	-	Identical	-1
chr1	NC_000001.11	ELAVL4	1996	CCDS72788.1	Public	+	Identical	-1
chr1	NC_000001.11	TTC39A	22996	CCDS72789.1	Public	-	Identical	-1
chr1	NC_000001.11	TTC39A	22996	CCDS72790.1	Public	-	Identical	-1
chr1	NC_000001.11	ECHDC2	55268	CCDS72794.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC1A7	6512	CCDS72796.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC1A7	6512	CCDS72797.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC1A7	6512	CCDS72798.1	Public	-	Identical	-1
chr1	NC_000001.11	LEPROT	54741	CCDS72801.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4B	5142	CCDS72802.1	Public	+	Identical	-1
chr1	NC_000001.11	C1orf141	400757	CCDS72804.1	Public	-	Identical	-1
chr1	NC_000001.11	IL12RB2	3595	CCDS72805.1	Public	+	Identical	-1
chr1	NC_000001.11	GADD45A	1647	CCDS72806.1	Public	+	Identical	-1
chr1	NC_000001.11	ACADM	34	CCDS72807.1	Public	+	Identical	-1
chr1	NC_000001.11	MIGA1	374986	CCDS72809.1	Public	+	Identical	-1
chr1	NC_000001.11	ADGRL2	23266	CCDS72811.1	Public	+	Identical	-1
chr1	NC_000001.11	PRKACB	5567	CCDS72812.1	Public	+	Identical	-1
chr1	NC_000001.11	PRKACB	5567	CCDS72813.1	Public	+	Identical	-1
chr1	NC_000001.11	PRKACB	5567	CCDS72814.1	Public	+	Identical	-1
chr1	NC_000001.11	PRKACB	5567	CCDS72815.1	Public	+	Identical	-1
chr1	NC_000001.11	PRKACB	5567	CCDS72816.1	Public	+	Identical	-1
chr1	NC_000001.11	DNAI3	126820	CCDS72818.1	Public	+	Identical	-1
chr1	NC_000001.11	SH3GLB1	51100	CCDS72819.1	Public	+	Identical	-1
chr1	NC_000001.11	BRDT	676	CCDS72820.1	Withdrawn, inconsistent annotation	+		-1
chr1	NC_000001.11	SETSIP	646817	CCDS72821.2	Under review, update	-	Identical	-1
chr1	NC_000001.11	DIPK1A	388650	CCDS72822.1	Public	-	Identical	-1
chr1	NC_000001.11	DIPK1A	388650	CCDS72823.1	Public	-	Identical	-1
chr1	NC_000001.11	DIPK1A	388650	CCDS72824.1	Public	-	Identical	-1
chr1	NC_000001.11	DIPK1A	388650	CCDS72825.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC44A3	126969	CCDS72827.1	Public	+	Identical	-1
chr1	NC_000001.11	PTBP2	58155	CCDS72828.1	Public	+	Identical	-1
chr1	NC_000001.11	PTBP2	58155	CCDS72829.1	Public	+	Identical	-1
chr1	NC_000001.11	PTBP2	58155	CCDS72830.1	Public	+	Identical	-1
chr1	NC_000001.11	EXTL2	2135	CCDS72831.1	Public	-	Identical	-1
chr1	NC_000001.11	OLFM3	118427	CCDS72832.1	Public	-	Identical	-1
chr1	NC_000001.11	CIMAP3	128344	CCDS72836.1	Public	+	Identical	-1
chr1	NC_000001.11	C1orf162	128346	CCDS72837.1	Public	+	Identical	-1
chr1	NC_000001.11	OLFML3	56944	CCDS72839.1	Public	+	Identical	-1
chr1	NC_000001.11	SYCP1	6847	CCDS72840.1	Public	+	Identical	-1
chr1	NC_000001.11	FCGR1BP	2210	CCDS72844.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	FCGR1BP	2210	CCDS72845.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	FCGR1BP	2210	CCDS72846.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	FAM72B	653820	CCDS72848.1	Public	-	Identical	-1
chr1	NC_000001.11	FAM72C	554282	CCDS72850.1	Public	-	Identical	-1
chr1	NC_000001.11	NBPF15	284565	CCDS72852.1	Public	-	Identical	-1
chr1	NC_000001.11	SRGAP2B	647135	CCDS72854.2	Public	-	Identical	-1
chr1	NC_000001.11	FAM72D	728833	CCDS72855.1	Public	+	Identical	-1
chr1	NC_000001.11	NBPF20	100288142	CCDS72856.1	Withdrawn, inconsistent annotation	-		-1
chr1	NC_000001.11	GPHRA	653519	CCDS72857.1	Public	+	Identical	-1
chr1	NC_000001.11	GPHRA	653519	CCDS72858.1	Public	+	Identical	-1
chr1	NC_000001.11	PDZK1	5174	CCDS72859.1	Public	-	Identical	-1
chr1	NC_000001.11	PDZK1	5174	CCDS72860.1	Public	-	Identical	-1
chr1	NC_000001.11	CD160	11126	CCDS72861.1	Public	+	Identical	-1
chr1	NC_000001.11	RNF115	27246	CCDS72863.1	Public	-	Identical	-1
chr1	NC_000001.11	POLR3C	10623	CCDS72864.1	Public	+	Identical	-1
chr1	NC_000001.11	NUDT17	200035	CCDS72865.1	Public	+	Identical	-1
chr1	NC_000001.11	PIAS3	10401	CCDS72866.1	Public	-	Identical	-1
chr1	NC_000001.11	ANKRD35	148741	CCDS72867.1	Public	-	Identical	-1
chr1	NC_000001.11	ANKRD35	148741	CCDS72868.1	Public	-	Identical	-1
chr1	NC_000001.11	ITGA10	8515	CCDS72869.1	Public	-	Identical	-1
chr1	NC_000001.11	PEX11B	8799	CCDS72870.1	Public	-	Identical	-1
chr1	NC_000001.11	PEX11B	8799	CCDS72871.1	Public	-	Identical	-1
chr1	NC_000001.11	RBM8A	9939	CCDS72872.1	Public	-	Identical	-1
chr1	NC_000001.11	LIX1L	128077	CCDS72873.1	Public	-	Identical	-1
chr1	NC_000001.11	ANKRD34A	284615	CCDS72874.1	Public	-	Identical	-1
chr1	NC_000001.11	POLR3GL	84265	CCDS72875.1	Public	+	Identical	-1
chr1	NC_000001.11	TXNIP	10628	CCDS72876.1	Public	-	Identical	-1
chr1	NC_000001.11	HJV	148738	CCDS72877.1	Public	-	Identical	-1
chr1	NC_000001.11	HJV	148738	CCDS72878.1	Public	-	Identical	-1
chr1	NC_000001.11	HJV	148738	CCDS72879.1	Public	-	Identical	-1
chr1	NC_000001.11	NOTCH2NLA	388677	CCDS72880.1	Public	-	Identical	-1
chr1	NC_000001.11	NBPF12	149013	CCDS72881.1	Public	+	Identical	-1
chr1	NC_000001.11	CHD1L	9557	CCDS72882.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72887.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72888.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72889.1	Withdrawn, inconsistent annotation	+	Partial	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72890.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72891.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72892.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72893.1	Public	+	Identical	-1
chr1	NC_000001.11	PDE4DIP	9659	CCDS72894.1	Public	+	Identical	-1
chr1	NC_000001.11	NBPF9	400818	CCDS72895.1	Public	-	Identical	-1
chr1	NC_000001.11	NBPF9	400818	CCDS72896.1	Public	-	Identical	-1
chr1	NC_000001.11	PPIAL4C	653598	CCDS72898.1	Public	+	Identical	-1
chr1	NC_000001.11	SF3B4	10262	CCDS72900.1	Public	-	Identical	-1
chr1	NC_000001.11	MTMR11	10903	CCDS72901.1	Public	-	Identical	-1
chr1	NC_000001.11	MTMR11	10903	CCDS72902.1	Public	-	Identical	-1
chr1	NC_000001.11	OTUD7B	56957	CCDS72903.1	Public	-	Identical	-1
chr1	NC_000001.11	VPS45	11311	CCDS72904.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	C1orf54	79630	CCDS72905.1	Public	+	Identical	-1
chr1	NC_000001.11	CIART	148523	CCDS72906.1	Public	+	Identical	-1
chr1	NC_000001.11	RPRD2	23248	CCDS72907.1	Public	+	Identical	-1
chr1	NC_000001.11	ADAMTSL4	54507	CCDS72908.1	Public	+	Identical	-1
chr1	NC_000001.11	MCL1	4170	CCDS72909.1	Public	-	Identical	-1
chr1	NC_000001.11	MRPL9	65005	CCDS72916.1	Public	-	Identical	-1
chr1	NC_000001.11	CHTOP	26097	CCDS72917.1	Public	+	Identical	-1
chr1	NC_000001.11	CHTOP	26097	CCDS72918.1	Public	+	Identical	-1
chr1	NC_000001.11	ILF2	3608	CCDS72919.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC39A1	27173	CCDS72920.1	Public	-	Identical	-1
chr1	NC_000001.11	RAB13	5872	CCDS72921.1	Public	-	Identical	-1
chr1	NC_000001.11	TPM3	7170	CCDS72922.1	Public	-	Identical	-1
chr1	NC_000001.11	LTAP1	25912	CCDS72924.1	Public	-	Identical	-1
chr1	NC_000001.11	UBAP2L	9898	CCDS72925.1	Public	+	Identical	-1
chr1	NC_000001.11	IL6R	3570	CCDS72927.1	Public	+	Identical	-1
chr1	NC_000001.11	KCNN3	3782	CCDS72928.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC50A1	55974	CCDS72929.1	Public	+	Identical	-1
chr1	NC_000001.11	SLC50A1	55974	CCDS72930.1	Public	+	Identical	-1
chr1	NC_000001.11	TRIM46	80128	CCDS72931.1	Public	+	Identical	-1
chr1	NC_000001.11	TRIM46	80128	CCDS72932.1	Public	+	Identical	-1
chr1	NC_000001.11	MUC1	4582	CCDS72933.1	Withdrawn, inconsistent annotation	-		-1
chr1	NC_000001.11	MUC1	4582	CCDS72934.1	Public	-	Identical	-1
chr1	NC_000001.11	MUC1	4582	CCDS72935.1	Public	-	Identical	-1
chr1	NC_000001.11	MUC1	4582	CCDS72936.1	Public	-	Identical	-1
chr1	NC_000001.11	THBS3	7059	CCDS72937.1	Public	-	Identical	-1
chr1	NC_000001.11	CLK2	1196	CCDS72939.1	Public	-	Identical	-1
chr1	NC_000001.11	FDPS	2224	CCDS72940.1	Public	+	Identical	-1
chr1	NC_000001.11	LMNA	4000	CCDS72941.1	Public	+	Identical	-1
chr1	NC_000001.11	LMNA	4000	CCDS72942.1	Public	+	Identical	-1
chr1	NC_000001.11	SLC25A44	9673	CCDS72943.1	Public	+	Identical	-1
chr1	NC_000001.11	PMF1-BGLAP	100527963	CCDS72944.1	Withdrawn	+	Identical	-1
chr1	NC_000001.11	PAQR6	79957	CCDS72945.1	Public	-	Identical	-1
chr1	NC_000001.11	PAQR6	79957	CCDS72946.1	Public	-	Identical	-1
chr1	NC_000001.11	GLMP	112770	CCDS72947.1	Public	-	Identical	-1
chr1	NC_000001.11	GLMP	112770	CCDS72948.1	Public	-	Identical	-1
chr1	NC_000001.11	GLMP	112770	CCDS72949.1	Public	-	Identical	-1
chr1	NC_000001.11	KIRREL1	55243	CCDS72952.1	Public	+	Identical	-1
chr1	NC_000001.11	PEA15	8682	CCDS72954.1	Public	+	Identical	-1
chr1	NC_000001.11	CD48	962	CCDS72955.1	Public	-	Identical	-1
chr1	NC_000001.11	SLAMF7	57823	CCDS72956.1	Public	+	Identical	-1
chr1	NC_000001.11	SLAMF7	57823	CCDS72957.1	Public	+	Identical	-1
chr1	NC_000001.11	ARHGAP30	257106	CCDS72958.1	Public	-	Identical	-1
chr1	NC_000001.11	FCGR3B	2215	CCDS72960.1	Withdrawn, inconsistent annotation	-		-1
chr1	NC_000001.11	FCGR3B	2215	CCDS72961.1	Withdrawn, inconsistent annotation	-	Partial	-1
chr1	NC_000001.11	FCRLB	127943	CCDS72962.1	Public	+	Identical	-1
chr1	NC_000001.11	FCRLB	127943	CCDS72963.1	Public	+	Identical	-1
chr1	NC_000001.11	FCRLB	127943	CCDS72964.1	Public	+	Identical	-1
chr1	NC_000001.11	FCRLB	127943	CCDS72965.1	Public	+	Identical	-1
chr1	NC_000001.11	OLFML2B	25903	CCDS72966.1	Public	-	Identical	-1
chr1	NC_000001.11	RXRG	6258	CCDS72970.1	Public	-	Identical	-1
chr1	NC_000001.11	MAEL	84944	CCDS72975.1	Public	+	Identical	-1
chr1	NC_000001.11	ADCY10	55811	CCDS72977.1	Public	-	Identical	-1
chr1	NC_000001.11	GPR161	23432	CCDS72978.1	Public	-	Identical	-1
chr1	NC_000001.11	CCDC181	57821	CCDS72979.1	Public	-	Identical	-1
chr1	NC_000001.11	C1orf105	92346	CCDS72983.1	Public	+	Identical	-1
chr1	NC_000001.11	SUCO	51430	CCDS72984.1	Public	+	Identical	-1
chr1	NC_000001.11	TNFSF4	7292	CCDS72985.1	Public	-	Identical	-1
chr1	NC_000001.11	RC3H1	149041	CCDS72987.1	Public	-	Identical	-1
chr1	NC_000001.11	NPHS2	7827	CCDS72988.1	Public	-	Identical	-1
chr1	NC_000001.11	NPL	80896	CCDS72990.1	Public	+	Identical	-1
chr1	NC_000001.11	RGL1	23179	CCDS72992.1	Public	+	Identical	-1
chr1	NC_000001.11	TSEN15	116461	CCDS72993.1	Public	+	Identical	-1
chr1	NC_000001.11	KCNT2	343450	CCDS72994.1	Public	-	Identical	-1
chr1	NC_000001.11	KCNT2	343450	CCDS72995.1	Public	-	Identical	-1
chr1	NC_000001.11	DENND1B	163486	CCDS72996.1	Public	-	Identical	-1
chr1	NC_000001.11	DENND1B	163486	CCDS72997.1	Public	-	Identical	-1
chr1	NC_000001.11	CAMSAP2	23271	CCDS72998.1	Public	+	Identical	-1
chr1	NC_000001.11	CAMSAP2	23271	CCDS72999.1	Public	+	Identical	-1
chr1	NC_000001.11	TMEM9	252839	CCDS73001.1	Public	-	Identical	-1
chr1	NC_000001.11	TNNT2	7139	CCDS73002.1	Public	-	Identical	-1
chr1	NC_000001.11	TNNT2	7139	CCDS73003.1	Public	-	Identical	-1
chr1	NC_000001.11	ARL8A	127829	CCDS73004.1	Public	-	Identical	-1
chr1	NC_000001.11	PPP1R12B	4660	CCDS73005.1	Public	+	Identical	-1
chr1	NC_000001.11	ETNK2	55224	CCDS73006.1	Public	-	Identical	-1
chr1	NC_000001.11	MDM4	4194	CCDS73007.1	Public	+	Identical	-1
chr1	NC_000001.11	MDM4	4194	CCDS73008.1	Public	+	Identical	-1
chr1	NC_000001.11	MDM4	4194	CCDS73009.1	Public	+	Identical	-1
chr1	NC_000001.11	TMCC2	9911	CCDS73010.1	Public	+	Identical	-1
chr1	NC_000001.11	RAB7B	338382	CCDS73011.1	Public	-	Identical	-1
chr1	NC_000001.11	CTSE	1510	CCDS73012.1	Public	-	Identical	-1
chr1	NC_000001.11	CTSE	1510	CCDS73013.1	Public	-	Identical	-1
chr1	NC_000001.11	RHEX	440712	CCDS73014.1	Public	+	Identical	-1
chr1	NC_000001.11	AVPR1B	553	CCDS73015.1	Public	-	Identical	-1
chr1	NC_000001.11	FAM72A	729533	CCDS73016.1	Public	-	Identical	-1
chr1	NC_000001.11	SRGAP2	23380	CCDS73017.1	Public	+	Identical	-1
chr1	NC_000001.11	IKBKE	9641	CCDS73019.1	Public	+	Identical	-1
chr1	NC_000001.11	IL24	11009	CCDS73021.1	Public	+	Identical	-1
chr1	NC_000001.11	CD55	1604	CCDS73022.1	Public	+	Identical	-1
chr1	NC_000001.11	TRAF3IP3	80342	CCDS73023.1	Public	+	Identical	-1
chr1	NC_000001.11	NEK2	4751	CCDS73024.1	Public	-	Identical	-1
chr1	NC_000001.11	NSL1	25936	CCDS73025.1	Public	-	Identical	-1
chr1	NC_000001.11	VASH2	79805	CCDS73026.1	Public	+	Identical	-1
chr1	NC_000001.11	ANGEL2	90806	CCDS73027.1	Public	-	Identical	-1
chr1	NC_000001.11	RPS6KC1	26750	CCDS73028.1	Public	+	Identical	-1
chr1	NC_000001.11	RPS6KC1	26750	CCDS73029.1	Public	+	Identical	-1
chr1	NC_000001.11	RPS6KC1	26750	CCDS73030.1	Public	+	Identical	-1
chr1	NC_000001.11	GPATCH2	55105	CCDS73031.1	Public	-	Identical	-1
chr1	NC_000001.11	LYPLAL1	127018	CCDS73032.1	Public	+	Identical	-1
chr1	NC_000001.11	MARK1	4139	CCDS73033.1	Public	+	Identical	-1
chr1	NC_000001.11	MARK1	4139	CCDS73034.1	Public	+	Identical	-1
chr1	NC_000001.11	MIA3	375056	CCDS73035.1	Public	+	Identical	-1
chr1	NC_000001.11	BROX	148362	CCDS73036.1	Public	+	Identical	-1
chr1	NC_000001.11	BROX	148362	CCDS73037.1	Public	+	Identical	-1
chr1	NC_000001.11	CAPN8	388743	CCDS73038.1	Public	-	Identical	-1
chr1	NC_000001.11	PYCR2	29920	CCDS73039.1	Public	-	Identical	-1
chr1	NC_000001.11	RAB4A	5867	CCDS73046.1	Public	+	Identical	-1
chr1	NC_000001.11	TRIM67	440730	CCDS73048.1	Public	+	Identical	-1
chr1	NC_000001.11	FSAF1	128061	CCDS73049.1	Public	-	Identical	-1
chr1	NC_000001.11	SLC35F3	148641	CCDS73050.1	Public	+	Identical	-1
chr1	NC_000001.11	TBCE	6905	CCDS73052.1	Public	+	Identical	-1
chr1	NC_000001.11	ACTN2	88	CCDS73053.1	Withdrawn, inconsistent annotation	+	Partial	-1
chr1	NC_000001.11	MTR	4548	CCDS73054.1	Public	+	Identical	-1
chr1	NC_000001.11	DESI2	51029	CCDS73055.1	Public	+	Identical	-1
chr1	NC_000001.11	ZNF124	7678	CCDS73057.1	Public	-	Identical	-1
chr1	NC_000001.11	GCSAML	148823	CCDS73058.1	Public	+	Identical	-1
chr1	NC_000001.11	LYPD8	646627	CCDS73059.1	Public	-	Identical	-1
chr10	NC_000010.11	ZMYND11	10771	CCDS73060.1	Public	+	Identical	-1
chr10	NC_000010.11	ZMYND11	10771	CCDS73061.1	Withdrawn, inconsistent annotation	+	Partial	-1
chr10	NC_000010.11	AKR1C3	8644	CCDS73062.1	Under review, withdrawal	+	Identical	-1
chr10	NC_000010.11	FBH1	84893	CCDS73064.1	Public	+	Identical	-1
chr10	NC_000010.11	IL15RA	3601	CCDS73065.1	Public	-	Identical	-1
chr10	NC_000010.11	PTER	9317	CCDS73070.1	Public	+	Identical	-1
chr10	NC_000010.11	MALRD1	340895	CCDS73071.1	Public	+	Identical	-1
chr10	NC_000010.11	SPAG6	9576	CCDS73072.1	Public	+	Identical	-1
chr10	NC_000010.11	ARMC3	219681	CCDS73073.1	Public	+	Identical	-1
